country_name,region,subregion,capital_city,population,area,population_density
Country_422,Asia,Southeast Asia,Capital_422,5220000,221000,23.62
Country_423,Africa,Eastern Africa,Capital_423,5230000,221500,23.61
Country_424,Oceania,Australia and New Zealand,Capital_424,5240000,222000,23.6
Country_425,Europe,Eastern Europe,Capital_425,5250000,222500,23.6
Country_426,Americas,Central America,Capital_426,5260000,223000,23.59
Country_427,Asia,Southeast Asia,Capital_427,5270000,223500,23.58
Country_428,Africa,Eastern Africa,Capital_428,5280000,224000,23.57
Country_429,Oceania,Melanesia,Capital_429,5290000,224500,23.56
Country_430,Europe,Northern Europe,Capital_430,5300000,225000,23.56
Country_431,Americas,Caribbean,Capital_431,5310000,225500,23.55
Country_432,Asia,Southeast Asia,Capital_432,5320000,226000,23.54
Country_433,Africa,Eastern Africa,Capital_433,5330000,226500,23.53
Country_434,Oceania,Micronesia,Capital_434,5340000,227000,23.52
Country_435,Europe,Southern Europe,Capital_435,5350000,227500,23.52
Country_436,Americas,South America,Capital_436,5360000,228000,23.51
Country_437,Asia,Southeast Asia,Capital_437,5370000,228500,23.5
Country_438,Africa,Eastern Africa,Capital_438,5380000,229000,23.49
Country_439,Oceania,Polynesia,Capital_439,5390000,229500,23.49
Country_440,Europe,Western Europe,Capital_440,5400000,230000,23.48
Country_441,Americas,North America,Capital_441,5410000,230500,23.47
Country_442,Asia,Southeast Asia,Capital_442,5420000,231000,23.46
Country_443,Africa,Eastern Africa,Capital_443,5430000,231500,23.46
Country_444,Oceania,Australia and New Zealand,Capital_444,5440000,232000,23.45
Country_445,Europe,Eastern Europe,Capital_445,5450000,232500,23.44
Country_446,Americas,Central America,Capital_446,5460000,233000,23.43
Country_447,Asia,Southeast Asia,Capital_447,5470000,233500,23.43
Country_448,Africa,Eastern Africa,Capital_448,5480000,234000,23.42
Country_449,Oceania,Melanesia,Capital_449,5490000,234500,23.41
Country_450,Europe,Northern Europe,Capital_450,5500000,235000,23.4
Country_451,Americas,Caribbean,Capital_451,5510000,235500,23.4
Country_452,Asia,Southeast Asia,Capital_452,5520000,236000,23.39
Country_453,Africa,Eastern Africa,Capital_453,5530000,236500,23.38
Country_454,Oceania,Micronesia,Capital_454,5540000,237000,23.38
Country_455,Europe,Southern Europe,Capital_455,5550000,237500,23.37
Country_456,Americas,South America,Capital_456,5560000,238000,23.36
Country_457,Asia,Southeast Asia,Capital_457,5570000,238500,23.35
Country_458,Africa,Eastern Africa,Capital_458,5580000,239000,23.35
Country_459,Oceania,Polynesia,Capital_459,5590000,239500,23.34
Country_460,Europe,Western Europe,Capital_460,5600000,240000,23.33
Country_461,Americas,North America,Capital_461,5610000,240500,23.33
Country_462,Asia,Southeast Asia,Capital_462,5620000,241000,23.32
Country_463,Africa,Eastern Africa,Capital_463,5630000,241500,23.31
Country_464,Oceania,Australia and New Zealand,Capital_464,5640000,242000,23.31
Country_465,Europe,Eastern Europe,Capital_465,5650000,242500,23.3
Country_466,Americas,Central America,Capital_466,5660000,243000,23.29
Country_467,Asia,Southeast Asia,Capital_467,5670000,243500,23.29
Country_468,Africa,Eastern Africa,Capital_468,5680000,244000,23.28
Country_469,Oceania,Melanesia,Capital_469,5690000,244500,23.27
Country_470,Europe,Northern Europe,Capital_470,5700000,245000,23.27
Country_471,Americas,Caribbean,Capital_471,5710000,245500,23.26
Country_472,Asia,Southeast Asia,Capital_472,5720000,246000,23.25
Country_473,Africa,Eastern Africa,Capital_473,5730000,246500,23.25
Country_474,Oceania,Micronesia,Capital_474,5740000,247000,23.24
Country_475,Europe,Southern Europe,Capital_475,5750000,247500,23.23
Country_476,Americas,South America,Capital_476,5760000,248000,23.23
Country_477,Asia,Southeast Asia,Capital_477,5770000,248500,23.22
Country_478,Africa,Eastern Africa,Capital_478,5780000,249000,23.21
Country_479,Oceania,Polynesia,Capital_479,5790000,249500,23.21
Country_480,Europe,Western Europe,Capital_480,5800000,250000,23.2
Country_481,Americas,North America,Capital_481,5810000,250500,23.19
Country_482,Asia,Southeast Asia,Capital_482,5820000,251000,23.19
Country_483,Africa,Eastern Africa,Capital_483,5830000,251500,23.18
Country_484,Oceania,Australia and New Zealand,Capital_484,5840000,252000,23.17
Country_485,Europe,Eastern Europe,Capital_485,5850000,252500,23.17
Country_486,Americas,Central America,Capital_486,5860000,253000,23.16
Country_487,Asia,Southeast Asia,Capital_487,5870000,253500,23.16
Country_488,Africa,Eastern Africa,Capital_488,5880000,254000,23.15
Country_489,Oceania,Melanesia,Capital_489,5890000,254500,23.14
Country_490,Europe,Northern Europe,Capital_490,5900000,255000,23.14
Country_491,Americas,Caribbean,Capital_491,5910000,255500,23.13
Country_492,Asia,Southeast Asia,Capital_492,5920000,256000,23.12
Country_493,Africa,Eastern Africa,Capital_493,5930000,256500,23.12
Country_494,Oceania,Micronesia,Capital_494,5940000,257000,23.11
Country_495,Europe,Southern Europe,Capital_495,5950000,257500,23.11
Country_496,Americas,South America,Capital_496,5960000,258000,23.1
Country_497,Asia,Southeast Asia,Capital_497,5970000,258500,23.09
Country_498,Africa,Eastern Africa,Capital_498,5980000,259000,23.09
Country_499,Oceania,Polynesia,Capital_499,5990000,259500,23.08
